iter	MultiClass
0	0.6016073405
1	0.5266200616
2	0.4641499123
3	0.4114228743
4	0.3663206301
5	0.3276636366
6	0.2939453928
7	0.2649042449
8	0.2395260005
9	0.2171397533
10	0.1972726245
11	0.1800449094
12	0.164608441
13	0.1506714811
14	0.1383090291
15	0.1270336675
16	0.1172535678
17	0.1087367515
18	0.10073273
19	0.09375380293
20	0.08711311835
21	0.08144068626
22	0.07632788451
23	0.07136101899
24	0.0672271534
25	0.0635615683
26	0.06025452152
27	0.05725366639
28	0.05458064164
29	0.05197312198
30	0.04981977493
31	0.04789614784
32	0.04615845259
33	0.04465275519
34	0.04301710815
35	0.04180188119
36	0.04037489928
37	0.03913407027
38	0.03801462719
39	0.0368091026
40	0.03604320106
41	0.03521410458
42	0.03456527595
43	0.03382081198
44	0.03312826103
45	0.03265272321
46	0.03220890373
47	0.03179498723
48	0.03127701717
49	0.03075144878
50	0.03031091379
51	0.02989697159
52	0.02955118891
53	0.02908630079
54	0.02862584214
55	0.02829602873
56	0.02809901734
57	0.0278221054
58	0.02756443601
59	0.02724579109
60	0.02697485391
61	0.02679109719
62	0.02647037175
63	0.02623064154
64	0.02598786548
65	0.02583365219
66	0.02575295157
67	0.02562143225
68	0.02545480376
69	0.02530669419
70	0.02514708112
71	0.02500956119
72	0.02480391659
73	0.02464675103
74	0.02441383005
75	0.02427881383
76	0.02382273353
77	0.02367465339
78	0.02352499991
79	0.02342384599
80	0.02328519137
81	0.02320233491
82	0.02311109689
83	0.0229625758
84	0.02285746978
85	0.02270376238
86	0.02254101549
87	0.02243448779
88	0.0223171378
89	0.02223085469
90	0.0221706738
91	0.02209222296
92	0.0220151495
93	0.02193471362
94	0.0218751799
95	0.02178173628
96	0.02169080047
97	0.02164358839
98	0.02157268275
99	0.02141817242
100	0.02138889092
101	0.02130475869
102	0.02124103801
103	0.02112588371
104	0.02105869454
105	0.02100767148
106	0.02094892444
107	0.02082352566
108	0.02079049068
109	0.02070840078
110	0.02066256549
111	0.02057996953
112	0.02049193
113	0.02042922537
114	0.02036937136
115	0.02027032608
116	0.02021482625
117	0.02013853552
118	0.02002251396
119	0.01997731731
120	0.01995846984
121	0.0199040409
122	0.01985518944
123	0.01980781997
124	0.0197355344
125	0.01972164215
126	0.01962411148
127	0.01953489769
128	0.0194907755
129	0.01944076123
130	0.01939188111
131	0.01935215004
132	0.01924529661
133	0.0191877298
134	0.0191545704
135	0.01910618799
136	0.01903763969
137	0.01900326399
138	0.01896679013
139	0.01893442551
140	0.01890031475
141	0.01885963909
142	0.01882009379
143	0.01878161852
144	0.01875674304
145	0.01871761686
146	0.01865807877
147	0.01862026362
148	0.01856112379
149	0.01852652913
150	0.018487449
151	0.0184589098
152	0.0183951444
153	0.01835114028
154	0.01829241403
155	0.01824543309
156	0.01819525547
157	0.01810585203
158	0.01807233276
159	0.01801312411
160	0.01795809911
161	0.01793200328
162	0.01788333244
163	0.01785725318
164	0.01778489367
165	0.01776475948
166	0.01774335939
167	0.01770940065
168	0.01765985886
169	0.01762684709
170	0.01756651245
171	0.0175286395
172	0.01745823936
173	0.01743250943
174	0.017403993
175	0.01736253171
176	0.01731856162
177	0.01727768925
178	0.01724488058
179	0.01720138557
180	0.0171730999
181	0.01715603798
182	0.01710968581
183	0.01707291504
184	0.01704738323
185	0.01699796917
186	0.01698093725
187	0.01693562636
188	0.01691081496
189	0.01688856199
190	0.01686702949
191	0.01682579088
192	0.01681647467
193	0.01677433238
194	0.01670952658
195	0.01668524417
196	0.01666430731
197	0.01664716308
198	0.01661351326
199	0.01658565852
200	0.01654286106
201	0.01650742278
202	0.0164763444
203	0.01645075835
204	0.0164256555
205	0.01639130337
206	0.01634903516
207	0.01632770689
208	0.01631270391
209	0.01628555657
210	0.01625583525
211	0.01623736123
212	0.01619728206
213	0.01614336558
214	0.01613056492
215	0.01609586228
216	0.01605462226
217	0.01601313903
218	0.01598528735
219	0.01596253722
220	0.01593991852
221	0.01589712695
222	0.0158759961
223	0.01585510153
224	0.01582550976
225	0.01581027586
226	0.01579078752
227	0.01577510699
228	0.01575454928
229	0.01573208827
230	0.01571599956
231	0.01570365042
232	0.01567586752
233	0.01564756674
234	0.01562127811
235	0.01560304564
236	0.01557564765
237	0.01555061918
238	0.01552988093
239	0.01550492093
240	0.01548869771
241	0.0154634436
242	0.01544431005
243	0.01542334716
244	0.01540172207
245	0.01538010307
246	0.0153143202
247	0.01529520428
248	0.01526334749
249	0.01523901073
250	0.0152212385
251	0.01520353559
252	0.01519036849
253	0.01517568557
254	0.01515906185
255	0.01512922659
256	0.01509640002
257	0.01508247359
258	0.01504059353
259	0.01502771968
260	0.01500327418
261	0.01498954512
262	0.01496656632
263	0.0149022121
264	0.01487114404
265	0.01485716981
266	0.01484643155
267	0.01482399925
268	0.0147994823
269	0.0147775386
270	0.01475676346
271	0.01474569547
272	0.01473087793
273	0.01471371925
274	0.01467949937
275	0.01466422975
276	0.01465019461
277	0.0146352207
278	0.0146083262
279	0.01455102575
280	0.0145330475
281	0.01451920883
282	0.01450203546
283	0.01448567949
284	0.01446480024
285	0.01443623402
286	0.01441990021
287	0.01440092857
288	0.01438008607
289	0.0143588571
290	0.01433926782
291	0.01432765792
292	0.01430940028
293	0.01429159061
294	0.01425684503
295	0.01421972434
296	0.01420471612
297	0.01419379885
298	0.01416615096
299	0.01415519646
300	0.01414850394
301	0.01411243941
302	0.01409205589
303	0.01407466398
304	0.01406090948
305	0.01403578055
306	0.01401658024
307	0.01399596478
308	0.01397262182
309	0.01395920175
310	0.01394215018
311	0.01392674281
312	0.01390696294
313	0.01385970759
314	0.01383836403
315	0.01380544071
316	0.0137929556
317	0.01378171211
318	0.0137649377
319	0.01374304487
320	0.01373223102
321	0.01371872429
322	0.01370564218
323	0.01369476694
324	0.01368279378
325	0.01367205745
326	0.01365387424
327	0.01364386989
328	0.01361232377
329	0.01359632519
330	0.01358071773
331	0.01355987753
332	0.01354145199
333	0.01352509219
334	0.01351205455
335	0.01349394662
336	0.01348489253
337	0.01345216978
338	0.01342554107
339	0.01340686072
340	0.01339569814
341	0.0133750599
342	0.01333780947
