iter	MultiClass
343	0.0133119298
344	0.01329252115
345	0.01327794364
346	0.01325598281
347	0.01320373532
348	0.01319138465
349	0.01315099991
350	0.01312331621
351	0.01311151962
352	0.01309610271
353	0.01308635379
354	0.01306524137
355	0.01304777925
356	0.01302946793
357	0.01301352582
358	0.01300468824
359	0.01298670488
360	0.01297485887
361	0.01297265847
362	0.01296439584
363	0.01295158742
364	0.01294258427
365	0.01293331461
366	0.01291627145
367	0.01289510452
368	0.01287397807
369	0.01284820785
370	0.01283648144
371	0.01281861884
372	0.0128033563
373	0.01278968024
374	0.01276723095
375	0.0127617897
376	0.01275509069
377	0.01274678037
378	0.01272773911
379	0.01271063779
380	0.01269588567
381	0.01268523336
382	0.01266736099
383	0.01264049608
384	0.01263330205
385	0.01261772726
386	0.01261081701
387	0.01259949879
388	0.01258377175
389	0.01257717351
390	0.0125547584
391	0.01253659868
392	0.01252283358
393	0.01251296429
394	0.01249791593
395	0.01248642536
396	0.01247465674
397	0.01245671839
398	0.01244872349
399	0.01243873053
400	0.01243010946
401	0.01242148889
402	0.01240996349
403	0.01239640041
404	0.0123879216
405	0.01238144548
406	0.01235652672
407	0.01234351334
408	0.01233529827
409	0.01232617803
410	0.01231882905
411	0.01230802903
412	0.01229919791
413	0.01228656206
414	0.0122771089
415	0.01225432953
416	0.01224210673
417	0.01220879362
418	0.01219710202
419	0.01217721163
420	0.0121587361
421	0.01213872184
422	0.01212932077
423	0.01211926228
424	0.01210230817
425	0.01208150519
426	0.01206813361
427	0.01205948836
428	0.01203710998
429	0.01202813456
430	0.01202382433
431	0.0120130615
432	0.01199360077
433	0.01198513548
434	0.01196427848
435	0.01195643111
436	0.01193858902
437	0.01192265846
438	0.01191601528
439	0.01190617292
440	0.01189903767
441	0.01189053669
442	0.01188226057
443	0.01187004826
444	0.01185969148
445	0.01184528028
446	0.01181770619
447	0.01180428879
448	0.01179879125
449	0.01178691527
450	0.01177442469
451	0.01175346046
452	0.01174612393
453	0.01173493966
454	0.01173126913
455	0.01171679442
456	0.01170343825
457	0.01169294441
458	0.01168092322
459	0.01166939226
460	0.01165343788
461	0.01164002086
462	0.0116287659
463	0.01161707875
464	0.01161089081
465	0.01160291602
466	0.01158684093
467	0.01156994272
468	0.01156734197
469	0.01154927714
470	0.01152934333
471	0.01151515376
472	0.01150765378
473	0.01149919579
474	0.01148712721
475	0.01147787793
476	0.01147190773
477	0.01145638933
478	0.01144809129
479	0.01144071269
480	0.01142570326
481	0.0114125504
482	0.01139875889
483	0.01138823373
484	0.01137654178
485	0.01136665665
486	0.01135555635
487	0.01134481934
488	0.01133640146
489	0.0113270171
490	0.0113185478
491	0.01130898843
492	0.01129665209
493	0.01128234733
494	0.01126795383
495	0.01126053879
496	0.01124767359
497	0.01124018711
498	0.01123400421
499	0.01122319328
